Longitude,Latitude,Shortitude,Deltitude,Pi,Murphy,Smell_Level,Feng_Shui_Quality,Air_Apple,Air_Burn,Air_Copper,Air_Mint,Sound_Silence,Sound_Humming,Sound_Skittering,Sound_Squelching,Sound_BuzzingPerformance
54.695,39.852,-48.785,-51.285,3.1287,5.55,1,2,0,0,0,1,0,0,1,0,0,0.2126
-87.848,37.533,18.361,47.449,3.1624,4.87,1,1,0,0,0,1,0,0,0,0,1,0.24059999999999998
36.44,43.27,-67.799,36.981,3.1348,3.2,0,1,0,0,0,1,0,0,1,0,0,0.7888
-58.37,6.706,27.258,25.347,3.1562,3.65,0,0,0,0,0,0,0,1,0,0,0,0.045599999999999995
-36.506,54.218,-22.917,-49.479,3.1404,4.64,1,1,1,0,0,0,0,1,0,0,1,0.052000000000000005
-73.01,-25.968,-35.735,30.922,3.1193,3.26,0,0,0,0,0,1,0,0,0,0,1,0.2168
64.37,-19.993,53.468,-51.711,3.1437,0.63,1,1,1,0,0,0,0,0,1,0,0,0.33520000000000005
-79.177,-80.329,36.583,24.979,3.1472,3.06,1,0,0,0,0,0,0,0,0,0,1,0.1975
-138.899,-66.623,-45.371,-12.07,3.1222,4.57,1,1,1,0,0,0,0,0,0,1,1,0.0816
-96.066,16.793,-49.764,40.168,3.1745,3.14,0,1,0,0,0,0,0,0,1,1,0,0.09269999999999999
-175.171,-58.053,-32.23,-51.909,3.118,5.51,1,1,0,0,0,1,1,0,0,0,0,0.1576
23.597,-49.918,72.031,12.128,3.1272,4.23,1,1,0,0,0,1,0,0,0,0,1,0.3246
131.371,-53.057,-33.75,-33.412,3.1104,1.76,0,1,0,0,0,1,0,0,0,0,1,0.4547
75.649,52.162,33.455,35.946,3.1648,4.01,1,0,0,0,0,0,1,0,0,0,0,0.2372
-59.508,-48.537,64.198,64.717,3.1314,4.67,1,1,0,0,0,1,0,0,0,0,1,0.2534
-163.096,31.238,-10.327,-78.22,3.1593,5.32,0,1,1,0,0,0,1,0,0,0,0,0.1477
-125.304,42.131,-48.768,-43.221,3.1447,4.79,1,0,0,0,0,1,1,0,0,0,0,0.2961
-121.167,22.531,-12.564,-82.752,3.1494,3.71,1,1,0,0,0,1,0,0,1,0,0,0.3165
44.162,41.963,54.915,-33.672,3.1335,3.83,0,1,1,0,0,0,0,0,0,1,1,0.19030000000000002
28.643,-68.081,46.884,-33.72,3.1508,4.51,0,2,0,0,0,1,0,0,1,0,0,0.6781
116.289,17.123,52.828,-49.165,3.1647,4.22,1,1,0,0,0,0,0,1,1,0,0,0.0333
101.584,60.101,17.878,-30.704,3.1443,3.72,1,1,0,0,0,1,0,0,0,0,1,0.45409999999999995
145.687,-8.397,39.784,31.656,3.1368,4.08,1,1,1,0,0,0,0,0,0,0,1,0.16030000000000003
7.953,-22.743,35.203,-39.552,3.1479,5.29,0,1,0,0,0,0,0,0,0,0,1,0.10640000000000001
19.487,52.964,59.054,-25.329,3.1382,5.07,1,1,1,0,0,0,0,0,1,0,0,0.24
80.98,30.275,-31.27,-40.057,3.1474,5.17,0,1,1,0,0,0,0,0,1,1,0,0.10470000000000002
139.03,-9.232,56.161,66.167,3.1414,5.67,1,1,1,0,0,0,0,0,1,0,0,0.0803
-90.331,13.714,70.624,46.511,3.115,2.62,1,0,1,0,0,0,0,0,1,0,0,0.1472
53.39,57.463,4.413,52.793,3.1586,4.43,1,1,1,0,0,0,1,0,0,0,0,0.3693
-98.44,-36.757,57.562,-6.734,3.1412,4.83,1,1,1,0,0,0,1,0,0,0,0,0.2379
104.224,-78.628,59.175,13.949,3.177,4.06,0,1,0,0,0,1,0,0,1,1,0,0.2645
144.104,-59.519,-38.626,53.83,3.1629,4.82,0,2,0,0,0,1,0,0,0,0,1,0.37939999999999996
-45.741,59.791,50.218,9.972,3.1267,2.75,1,0,1,0,0,0,0,0,0,0,1,0.2335
114.709,39.369,-28.614,77.426,3.1498,3.57,0,1,0,0,0,1,0,1,0,0,1,0.1504
141.013,-43.518,-67.685,17,3.15,4.81,1,1,0,0,0,1,1,0,0,0,0,0.41740000000000005
5.013,-29.838,28.669,-18.037,3.1346,4.66,2,1,0,0,0,1,0,0,0,1,0,0.1593
61.546,-24.163,-25.042,-38.197,3.12,4,0,1,0,0,0,1,0,1,1,0,0,0.08109999999999999
-124.81,-53.823,46.155,36.218,3.1556,5.99,0,0,0,0,0,0,1,0,0,0,0,0.050300000000000004
36.734,-5.152,-25.962,-50.731,3.1398,5.48,1,1,1,0,0,0,0,0,1,0,0,0.1128
170.514,-35.722,-43.447,52.18,3.1495,4.21,1,0,0,0,0,1,0,1,0,0,0,0.0608
174.621,-11.162,17.212,-59.422,3.1177,4.85,0,0,1,0,0,0,0,0,0,0,1,0.0978
63.215,-51.854,23.517,-52.037,3.115,5.31,1,0,0,0,0,1,0,0,0,1,1,0.0698
-164.709,-14.782,-40.44,-26.876,3.1572,5.48,0,1,0,0,0,1,0,0,0,1,1,0.0671
131.934,-26.042,22.663,40.34,3.1644,2.3,1,2,0,0,0,1,0,0,1,0,0,0.3985
27.023,-42.743,45.98,-48.834,3.108,4.43,1,1,1,0,0,0,1,0,0,0,0,0.22390000000000002
-56.813,-24.724,29.251,-37.896,3.167,4.05,0,1,0,0,0,1,0,0,1,0,0,0.34740000000000004
139.116,40.975,65.914,-39.207,3.1396,2.83,1,1,0,1,0,0,0,0,0,1,1,0.23570000000000002
-68.137,-16.731,-76.86,-55.666,3.1777,1.73,0,1,0,0,0,0,0,0,0,0,1,0.16149999999999998
156.935,30.001,-31.935,42.836,3.1334,2.58,1,0,0,0,1,0,0,0,1,0,0,0.2641
27.316,32.046,-52.793,38.804,3.1445,1.82,1,1,0,0,1,0,0,0,1,0,0,0.4253
-96.31,59.788,-15.273,-57.307,3.1162,4.41,0,1,0,0,0,1,1,0,0,0,0,0.3882
-133.628,13.55,68.39,55.312,3.1378,4.8,0,1,1,0,0,0,0,0,0,1,0,0.09460000000000002
-42.24,-69.894,64.177,21.942,3.1433,1.18,0,1,0,0,1,0,1,0,0,0,0,0.8113
58.065,-35.891,-54.948,75.105,3.1596,1.42,2,1,1,0,0,0,1,0,0,0,0,0.42950000000000005
22.435,-28.997,71.939,74.829,3.1361,4.15,1,1,0,0,0,1,0,0,0,0,1,0.22960000000000003
132.205,-31.247,23.797,-31.772,3.1416,3.57,1,1,0,1,0,0,1,0,0,0,0,0.3718
-86.27,-48.424,-33.799,51.478,3.1183,4.43,1,1,1,0,0,0,0,1,0,0,0,0.052000000000000005
32.898,-58.573,33.463,27.069,3.1515,4.47,0,1,0,1,0,0,0,1,0,0,1,0.128
-133.507,35.638,-14.629,5.588,3.1467,2.44,0,1,0,0,0,1,0,0,1,1,0,0.2399
-105.83,31.797,46.396,-8.43,3.1489,3.66,1,0,0,0,0,0,1,0,0,0,0,0.1423
-37.34,50.148,-29.341,-62.05,3.1076,4.06,0,1,0,0,0,1,0,0,0,0,1,0.3118
-31.217,36.393,41.407,39.279,3.1747,3.48,1,1,0,0,0,0,0,1,0,0,0,0.058300000000000005
-137.033,-26.431,14.972,54.019,3.1302,4.04,1,1,1,0,0,0,1,0,0,0,0,0.1791
53.502,65.803,21.889,-56.11,3.1392,4.5,0,0,1,0,0,0,0,0,1,0,0,0.3789
-13.533,22.533,34.126,-17.17,3.1517,3.74,1,1,0,0,0,0,0,0,0,0,1,0.1514
51.764,11.736,37.984,45.114,3.1383,2.04,1,0,0,0,0,1,0,0,0,1,1,0.1431
-114.785,-57.407,27.029,11.901,3.147,4.03,0,0,0,0,0,0,1,0,0,0,0,0.2782
-70.012,-2.339,18.076,-20.183,3.1381,4.14,0,1,0,0,0,1,1,0,0,0,0,0.36729999999999996
-111.008,-60.666,-81.913,-49.888,3.1071,1.36,1,1,1,0,0,0,1,0,0,0,0,0.2746
91.639,34.396,-30.156,-56.563,3.1566,5.19,1,1,1,0,0,0,0,0,0,0,1,0.11539999999999999
-153.899,-27.764,20.574,69.484,3.1239,3.9,1,1,0,0,0,0,1,0,0,0,0,0.12369999999999999
25.436,25.185,14.894,-24.762,3.1102,2.09,1,1,0,1,0,0,0,0,1,0,0,0.3017
-168.145,-74.953,-23.231,40.076,3.1723,3.88,1,0,1,0,0,0,1,0,0,0,0,0.2511
93.597,-36.256,24.241,-24.837,3.1705,4.46,1,1,0,0,0,0,0,0,1,0,0,0.2138
-60.173,-18.937,26.75,29.042,3.1474,2.65,1,1,0,0,0,1,0,0,0,1,1,0.15130000000000002
39.712,35.141,20.187,-24.563,3.1322,3.81,0,1,1,0,0,0,0,0,0,0,1,0.24370000000000003
53.875,43.682,71.402,55.238,3.1313,3.79,1,1,0,0,0,0,0,0,1,0,0,0.2635
-17.31,23.064,39.427,-39.81,3.1737,2.46,0,2,0,0,0,0,0,1,1,0,0,0.0571
-28.562,39.44,5.694,-40.362,3.1381,2.96,0,1,0,0,0,1,0,1,0,0,1,0.1394
28.24,-38.113,-62.952,-27.428,3.1417,5.61,1,1,0,0,0,1,0,0,0,0,1,0.16820000000000002
-70.384,65.663,-57.258,-29.543,3.1531,2.49,0,0,0,0,0,0,0,0,0,0,1,0.2801
32.824,-52.046,40.898,26.594,3.145,1.95,1,0,0,1,0,0,0,0,0,0,1,0.5119
69.792,-24.625,-71.777,-34.12,3.1433,1.64,1,1,0,0,0,0,0,0,1,0,0,0.24370000000000003
-162.124,-52.35,76.394,-60.405,3.1315,4.25,1,1,0,0,0,0,0,0,1,0,0,0.1894
-105.662,24.104,62.236,-24.618,3.1664,3.15,0,1,0,0,0,1,0,0,1,0,0,0.37320000000000003
112.62,-33.984,18.479,25.117,3.146,4.77,1,1,0,0,0,0,0,0,1,0,0,0.13699999999999998
79.333,15.405,-12.022,-27.636,3.1238,4.84,1,0,0,0,1,0,0,0,0,0,1,0.1207
-143.711,-49.027,67.988,56.222,3.1446,5.11,0,1,1,0,0,0,0,0,1,1,0,0.1326
154.428,17.419,-30.273,13.914,3.1515,5.08,1,1,0,0,0,0,0,0,0,0,1,0.0851
-77.671,27.93,43.529,-41.98,3.1269,4.61,1,0,0,0,0,0,0,0,0,0,1,0.067
-90.194,68.053,46.747,-63.337,3.171,3.8,1,1,0,1,0,0,0,0,1,0,0,0.41159999999999997
-108.324,-46.179,31.085,-48.242,3.1224,5.93,1,1,0,0,0,1,1,0,0,0,0,0.0793
159.23,-32.644,82.564,49.929,3.1658,3.09,0,1,0,0,0,0,0,0,0,1,0,0.1125
50.464,-38.47,-42.633,-47.924,3.1478,3.47,1,2,1,0,0,0,0,0,1,0,0,0.5099
-132.388,55.753,-12.113,36.456,3.1778,2.57,1,0,1,0,0,0,0,0,0,0,1,0.2072
28.844,-49.118,-33.012,-18.257,3.1458,5.49,1,2,0,0,0,0,0,0,0,0,1,0.11199999999999999
65.356,-45.221,17.944,-69.892,3.1627,5.85,1,1,1,0,0,0,0,0,0,0,1,0.0806
65.736,-42.706,-23.113,49.275,3.135,2.15,1,1,0,0,1,0,0,0,1,0,0,0.6089
144.31,44.25,53.766,-49.971,3.1199,2.29,1,1,1,0,0,0,0,1,0,1,1,0.0309
4.551,11.388,-31.589,58.704,3.1476,2.81,0,0,0,0,0,0,0,0,0,0,1,0.1988
20.602,36.377,-37.584,-21.605,3.1465,4.05,1,1,0,0,0,0,0,0,1,0,0,0.2998
-56.567,-68.123,31.941,48.5,3.1243,4.4,1,1,0,0,0,1,1,0,0,0,0,0.35700000000000004
-170.245,62.918,-19.825,-31.811,3.1694,3.51,1,1,0,0,0,0,0,1,0,0,1,0.042
-166.945,30.56,30.629,59.029,3.1152,4.76,0,1,0,0,0,1,0,0,0,0,1,0.15539999999999998
-54.707,41.128,50.933,71.399,3.1489,3.93,1,2,0,0,0,1,0,0,0,0,1,0.4171
-171.537,-21.879,-27.696,27.39,3.1392,4.01,0,2,1,0,0,0,0,0,1,1,0,0.1386
129.232,32.376,-12.912,34.928,3.1306,3.67,1,1,1,0,0,0,1,0,0,0,0,0.2281
-84.086,-20.548,-12.685,33.947,3.1464,3.7,2,1,0,0,0,1,0,0,1,0,0,0.39630000000000004
-76.813,21.902,-49.813,56.344,3.1416,2.61,1,0,1,0,0,0,0,0,0,0,1,0.1698
-170.868,41.9,-8.723,-46.525,3.1215,2.89,0,0,0,0,0,1,1,0,0,0,0,0.49350000000000005
126.727,-66.503,-43.191,-63.374,3.1383,4.37,1,0,0,0,0,1,0,0,0,0,1,0.2913
4.062,-19.529,-37.338,33.373,3.1639,5.06,0,0,0,0,0,1,1,0,0,0,0,0.2347
-34.319,66.755,-55.85,50.758,3.111,4.22,0,0,1,0,0,0,0,0,1,0,0,0.2527
-137.035,38.006,64.551,34.475,3.1116,1.29,0,1,0,0,0,1,0,0,1,0,0,0.4966
23.377,20.074,-9.437,33.512,3.1592,4.63,1,1,0,0,0,1,1,0,0,0,0,0.2851
77.861,-63.742,18.099,-31.98,3.1342,3.42,0,1,1,0,0,0,0,0,1,0,0,0.5586
-11.904,-33.088,62.686,13.252,3.1674,5.05,1,1,0,0,0,0,0,0,0,0,1,0.0752
-3.8,-54.869,50.074,10.832,3.1599,5.02,1,1,0,0,0,0,1,0,0,0,0,0.1816
94.881,35.959,26.704,-44.461,3.1273,3.61,0,1,0,1,0,0,0,1,0,0,1,0.07769999999999999
135.859,-4.719,56.013,-24.574,3.141,3.98,0,1,0,0,0,1,0,0,1,0,0,0.3982
12.327,-72.52,42.811,62.394,3.1184,3.67,2,1,0,0,0,0,1,0,0,0,0,0.2944
173.896,39.242,46.539,-40.066,3.154,5.58,2,1,0,0,0,1,0,0,1,0,0,0.2391
-172.05,-50.422,-18.263,-63.078,3.142,1.2,1,1,0,0,0,1,1,0,0,0,0,0.6361
160.433,29.86,28.905,38.804,3.1423,1.92,1,1,0,1,0,0,0,1,1,0,0,0.0949
-93.063,-38.851,-25.606,-30.902,3.1129,4.01,1,1,0,0,0,1,0,0,0,0,1,0.23920000000000002
146.012,-40.292,46.358,52.342,3.1263,2.14,1,1,0,1,0,0,0,0,1,0,0,0.5336
-145.545,-20.701,-52.198,13.074,3.1375,2.95,2,1,0,0,0,1,0,0,1,1,0,0.19460000000000002
81.881,-48.221,-23.681,-46.564,3.118,4.65,1,1,0,0,0,1,1,0,0,0,0,0.34020000000000006
38.701,-74.187,42.306,-43.062,3.1537,5.17,0,1,0,0,0,1,0,0,1,1,0,0.23070000000000002
95.017,13.885,-46.227,-56.039,3.1347,3.27,0,1,0,0,0,1,0,1,0,0,0,0.1139
178.922,20.992,-49.307,-42.959,3.1702,2.82,1,0,1,0,0,0,0,1,0,0,1,0.034
23.611,-48.545,36.967,-58.008,3.1076,3.23,1,1,0,0,0,1,1,0,0,0,0,0.4139
128.932,-47.978,44.887,-26.28,3.1427,4.93,0,1,1,0,0,0,0,0,0,0,1,0.2707
26.447,-67.548,45.547,23.883,3.1506,2.44,1,1,1,0,0,0,1,0,0,0,0,0.5549000000000001
99.339,-69.59,-41.022,25.052,3.1552,1.87,0,1,0,0,0,0,0,0,0,0,1,0.3911
160.024,-26.738,50.124,23.037,3.1336,3.82,1,0,0,0,0,1,0,0,0,1,0,0.1182
8.903,-40.083,22.907,-38.537,3.1575,3.33,0,1,0,1,0,0,1,0,0,0,0,0.8974
-145.902,-56.248,11.267,-39.43,3.1535,3.36,1,1,0,0,0,1,0,0,1,0,0,0.5243
-98.237,-15.315,25.809,76.115,3.1292,3.29,1,1,1,0,0,0,0,0,0,1,1,0.0787
-161.468,12.699,4.347,63.665,3.1716,3.77,0,1,0,0,0,0,0,0,0,0,1,0.1348
-2.252,19.72,-39.912,23.284,3.153,5.84,1,1,0,0,0,1,0,1,0,0,1,0.0171
100.355,-29.376,38.222,60.231,3.1378,4.63,0,1,0,0,0,0,1,0,0,0,0,0.1868
-124.738,25.624,-64.93,30.419,3.1156,2.6,0,1,0,0,0,0,0,0,0,0,1,0.1317
-21.443,-47.702,-24.864,61.039,3.1397,4.52,0,1,0,0,0,1,1,0,0,0,0,0.5822
60.187,26.602,-44.905,25.282,3.1286,5.34,1,1,0,0,0,0,0,0,1,0,0,0.0819
79.182,49.187,7.999,7.043,3.125,3.45,0,2,0,0,0,0,1,0,0,0,0,0.38680000000000003
-30.834,3.697,9.178,-17.471,3.1628,3.96,0,2,0,0,0,1,0,0,1,0,0,0.419
64.411,55.008,28.207,23.588,3.1603,4.55,0,1,1,0,0,0,1,0,0,0,0,0.4604
-13.009,-44.365,-65.441,31.896,3.1498,1.22,2,1,0,0,0,0,0,0,1,0,0,0.49840000000000007
-140.047,31.831,-30.487,55.89,3.1533,1.78,1,1,0,0,0,1,0,0,0,0,1,0.2958
-124.371,-20.809,17.082,63.288,3.1468,3.15,1,1,0,0,0,1,0,0,1,0,0,0.3395
-0.93,-73.308,47.788,-43.028,3.1364,2.84,0,1,1,0,0,0,0,0,1,0,0,0.5721
-46.389,-74.698,-47.496,-42.08,3.14,4.26,0,0,0,0,0,1,0,0,1,0,0,0.49210000000000004
26.432,54.659,34.089,-47.96,3.1299,3.67,0,0,0,0,0,1,0,0,1,0,0,0.5676
-105.715,-47.697,56.087,-62.727,3.1323,2.15,2,1,0,0,0,1,0,0,0,0,1,0.47490000000000004
65.542,-58.786,-41.314,-34.84,3.1479,2.98,1,1,0,1,0,0,0,0,1,1,0,0.3704
-179.751,-54.15,-60.156,-67.603,3.1484,2.58,1,1,0,0,0,1,0,0,0,0,1,0.47950000000000004
2.313,37.236,23.08,-74.232,3.1328,5.96,1,1,0,0,1,0,1,0,0,0,0,0.0944
-166.189,-57.104,-31.101,-30.444,3.1324,4.22,0,1,0,1,0,0,0,0,1,0,0,0.5202
-112.298,-53.054,30.422,-59.479,3.1409,4.59,0,1,0,0,0,1,0,0,1,0,0,0.4693
-57.518,11.026,-14.907,-40.555,3.1544,3.34,1,0,0,0,0,1,0,0,1,0,0,0.2961
26.997,23.962,25.782,-40.038,3.1688,3.66,1,1,0,0,0,1,0,1,0,0,1,0.0591
-161.007,40.013,-48.253,44.975,3.1311,4.31,0,2,1,0,0,0,0,1,1,0,0,0.08470000000000001
27.653,-57.67,26.293,-32.966,3.1179,5.73,1,1,0,0,0,1,0,1,0,0,1,0.0246
71.451,62.795,32.594,15.345,3.1665,0.52,1,0,0,0,0,1,0,0,1,0,0,0.5660000000000001
28.428,-38.173,-54.022,-34.759,3.1352,5.7,0,0,1,0,0,0,0,0,0,1,1,0.055999999999999994
-82.706,-67.925,26.884,-57.302,3.1403,1.63,0,1,0,0,0,1,0,0,1,0,0,0.7762000000000001
-14.407,25.222,25.445,5.223,3.1472,2.31,0,1,0,0,0,0,0,0,1,0,0,0.3056
54.709,65.587,22.819,68.592,3.1375,3.16,1,1,0,0,0,1,0,0,1,0,0,0.6237
132.208,-30.704,-14.888,54.011,3.1121,2.89,1,1,0,0,0,0,0,0,0,0,1,0.1052
-70.377,-47.748,31.032,-67.86,3.1239,3.27,1,1,1,0,0,0,0,1,0,0,0,0.0762
-24.513,-31.865,-38.869,2.557,3.1384,4.13,0,1,0,0,0,1,0,1,0,0,1,0.07
92.875,-63.337,-31.206,-36.273,3.1514,2.96,0,1,0,0,0,0,0,0,1,0,0,0.48990000000000006
-120.497,64.086,-25.466,61.49,3.1392,4.67,2,1,0,0,0,1,0,0,1,0,0,0.42369999999999997
-56.875,-38.714,54.489,30.48,3.1327,5.09,0,1,1,0,0,0,1,0,0,0,0,0.2677
-170.05,-26.278,5.003,-29.043,3.1753,4.85,0,1,0,0,0,1,1,0,0,0,0,0.22870000000000001
62.681,-47.629,-30.176,-21.117,3.1132,3.43,0,1,0,0,1,0,0,1,0,0,1,0.095
-40.374,-60.372,5.733,30.275,3.1478,4.47,1,0,0,0,0,0,0,0,1,0,0,0.2
100.769,-39.771,-39.013,29.378,3.1343,3.99,0,2,0,0,1,0,0,1,1,1,0,0.0737
-41.01,10.625,-14.905,15.007,3.1182,3.41,1,2,0,0,0,1,0,0,1,0,0,0.2688
-60.133,51.141,3.259,-32.215,3.1455,4.43,1,1,0,0,0,1,1,0,0,0,0,0.4483
75.005,36.797,53.445,22.084,3.1302,3.85,1,1,0,0,0,1,0,0,0,0,1,0.3763
-11.181,-6.865,72.422,-35.396,3.1612,4.72,0,0,0,1,0,0,0,1,0,0,1,0.0496
-98.913,-54.683,7.966,69.266,3.1615,4.39,1,1,0,0,0,1,0,0,0,1,1,0.149
83.279,-27.017,-60.185,32.453,3.1311,2.98,1,0,0,0,0,1,0,0,0,1,0,0.15810000000000002
-27.881,13.84,40.599,33.983,3.1196,2.89,1,1,1,0,0,0,0,0,0,1,1,0.08289999999999999
94.327,-15.628,-54.643,22.403,3.1753,2.42,1,1,0,0,0,0,0,0,1,0,0,0.18300000000000002
107.552,-67.534,-31.97,-46.069,3.13,3.57,1,1,0,1,0,0,0,0,0,0,1,0.4129
97.254,40.834,14.474,44.067,3.1127,4.37,0,1,0,0,0,0,1,0,0,0,0,0.2365
-35.49,56.158,6.333,28.483,3.1395,4.19,0,1,0,0,0,0,1,0,0,0,0,0.3308
-44.083,46.812,16.933,-49.409,3.1191,5.52,1,1,0,0,0,1,0,0,0,0,1,0.1266
16.156,26.657,-40.966,-39.075,3.1373,4.67,1,1,0,0,0,0,0,0,0,0,1,0.10470000000000002
-146.849,-25.4,-21.53,48.925,3.1669,1.22,1,1,0,0,0,1,1,0,0,0,0,0.3404
-27.217,68.627,-38.092,-51.453,3.1441,3.41,0,1,1,0,0,0,1,0,0,0,0,0.5935
-144,50.478,17.353,31.878,3.1242,3.27,1,0,1,0,0,0,0,0,0,0,1,0.1967
-101.025,-60.061,43.509,20.28,3.1732,2.77,0,0,1,0,0,0,0,0,0,0,1,0.28600000000000003
-2.797,-33.307,-27.548,-54.129,3.148,2.65,0,0,0,0,0,1,0,0,0,1,0,0.2549
97.336,32.968,-16.334,15.464,3.1433,5.68,0,0,0,0,0,1,0,0,1,0,0,0.1371
98.829,39.021,44.751,-62.338,3.147,1.09,1,0,0,0,0,0,0,0,0,0,1,0.2619
-154.72,-38.779,4.956,62.019,3.1399,2.87,0,1,0,0,0,0,0,0,0,0,1,0.2832
-20.257,-31.702,58.437,-68.467,3.1562,5.82,0,0,1,0,0,0,1,0,0,0,0,0.0753
29.381,-45.053,33.689,-55.36,3.161,3.29,1,1,0,0,0,0,0,0,0,1,0,0.1681
-98.344,23.44,83.767,-41.233,3.1232,4.7,0,1,0,0,0,1,0,0,1,0,0,0.2193
-176.241,-35.209,-32.09,-42.153,3.1315,5.8,1,1,0,0,0,0,0,0,0,1,1,0.0151
142.427,58.226,35.149,-56.839,3.1544,4.62,1,1,0,0,0,1,0,0,1,1,0,0.2086
-168.196,-23.695,62.757,24.04,3.1325,5.28,1,1,0,0,0,1,0,0,0,1,1,0.052300000000000006
-90.84,32.412,-29.29,-64.381,3.1502,3.61,0,0,0,0,0,0,0,0,1,0,0,0.19260000000000002
66.91,-55.933,-35.79,46.613,3.1408,2.68,0,1,0,0,0,0,0,0,1,0,0,0.4743
-129.37,29.372,26.963,-78.841,3.1421,3.44,0,1,0,0,0,0,0,1,0,0,0,0.051100000000000007
101.178,24.243,34.32,-70.283,3.1481,1.54,0,1,0,0,0,1,0,0,0,1,1,0.24280000000000002
-116.723,18.206,-37.055,18.228,3.131,1.6,1,0,0,0,0,1,0,0,1,0,0,0.2647
-162.84,54.64,24.026,19.018,3.1656,3.81,0,1,0,0,0,0,0,0,0,1,1,0.1168
-69.781,7.914,-29.361,28.985,3.1717,3.8,0,1,0,0,0,0,0,1,0,0,1,0.032400000000000005
106.603,-52.149,48.682,22.153,3.1323,4.95,1,0,0,0,0,0,0,0,0,0,1,0.1103
46.341,-29.417,-15.375,-61.508,3.1469,2.17,0,1,0,0,0,1,0,0,1,0,0,0.6169
-88.657,-11.187,53.672,59.87,3.1567,2,1,0,0,0,0,1,0,0,0,0,1,0.2347
77.267,-46.63,50.838,22.109,3.1393,1.5,1,1,0,0,0,1,0,0,1,0,0,0.6894
-53.99,-40.805,35.972,-12.324,3.1356,4.98,1,1,0,0,0,1,0,0,0,0,1,0.23760000000000003
-150.708,14.222,-38.409,37.777,3.1649,2.52,0,0,0,0,0,1,1,0,0,0,0,0.3705
93.99,-32.604,-39.904,-32.601,3.1285,2.41,1,0,0,0,0,1,1,0,0,0,0,0.3191
127.928,-69.054,39.29,-23.774,3.1076,5.16,0,2,0,0,0,1,0,0,1,0,0,0.2724
69.887,-74.279,-52.687,45.736,3.1409,4.5,1,0,0,0,0,0,0,0,1,0,0,0.20670000000000002
-1.82,-51.186,-59.384,47.085,3.1348,2.78,1,1,1,0,0,0,1,0,0,0,0,0.4569
32.674,-23.366,60.722,50.573,3.1212,4.91,0,0,0,0,0,1,0,1,0,0,1,0.0367
41.281,24.866,-4.796,41.286,3.1457,2.54,0,1,0,0,0,0,0,0,1,0,0,0.3116
-116.222,35.647,15.336,8.385,3.1305,0.5,0,1,0,0,0,0,1,0,0,0,0,0.2306
-175.874,28.502,-20.958,39.776,3.1475,4.93,1,1,0,0,0,1,1,0,0,0,0,0.21910000000000002
-112.622,33.641,-18.959,-59.192,3.1242,3.4,1,1,0,0,0,1,0,0,0,1,1,0.0969
-119.236,70.904,40.938,-33.082,3.1412,0.44,1,1,0,0,0,1,0,0,0,0,1,0.4551
-104.35,-43.575,-18.991,-25.907,3.1132,5.36,0,1,0,0,0,0,0,0,1,1,0,0.055
125.103,39.297,-64.117,71.728,3.1546,4.96,1,1,1,0,0,0,0,0,0,1,1,0.10490000000000001
177.788,-62.915,56.031,36.291,3.1032,4.57,2,1,0,1,0,0,0,0,1,0,0,0.281
-79.387,-64.48,-44.115,-48.355,3.1364,3.09,1,0,0,0,0,1,0,1,0,1,1,0.038700000000000005
-101.445,36.753,-77.708,-27.361,3.1467,1.79,0,1,0,0,0,0,0,0,1,0,0,0.42340000000000005
-179.517,21.152,37.533,37.124,3.1191,3.99,0,1,0,1,0,0,0,0,0,0,1,0.2306
137.447,-20.746,30.171,60.098,3.1349,3.67,0,1,0,1,0,0,0,1,1,0,0,0.1002
-76.029,16.325,-44.797,34.317,3.1226,5.33,0,1,1,0,0,0,0,0,0,1,0,0.05940000000000001
-86.831,-72.194,26.723,19.339,3.1417,3.95,1,1,1,0,0,0,0,1,1,0,0,0.0771
66.404,58.35,-56.128,53.485,3.1487,3.32,0,1,0,0,0,1,1,0,0,0,0,0.9426000000000001
76.443,-33.846,66.724,51.975,3.1274,4.95,1,1,1,0,0,0,0,1,0,1,0,0.0171
74.834,44.281,21.196,-61.447,3.151,2.98,0,1,1,0,0,0,1,0,0,0,0,0.7271
113.43,6.247,-23.283,6.078,3.1543,1.61,0,0,0,0,0,1,0,1,0,0,0,0.12119999999999999
60.071,-55.174,48.95,-16.838,3.1344,5.06,1,0,0,0,0,0,0,0,0,0,1,0.1095
-54.084,-59.148,54.909,32.488,3.1397,1.89,0,1,1,0,0,0,0,0,0,1,1,0.2209
-109.971,-54.274,-31.157,32.377,3.126,4.35,1,1,1,0,0,0,1,0,0,0,0,0.249
-104.203,16.43,50.935,-83.911,3.1553,2.17,0,1,0,0,0,1,0,0,1,0,0,0.46280000000000004
144.677,-8.191,37.404,-25.177,3.1307,3.99,1,1,0,0,0,1,0,1,1,0,0,0.0631
-163.313,-57.109,-13.163,55.879,3.1402,4.16,1,1,1,0,0,0,0,1,0,0,0,0.0745
-24.559,26.17,26.992,-18.23,3.1508,5.27,2,0,1,0,0,0,0,1,0,0,1,0.026600000000000002
-170.143,15.424,55.951,-27.674,3.1467,2.39,0,1,0,0,0,0,0,0,1,1,0,0.1276
140.559,-45.835,-20.224,-22.881,3.1505,4.56,1,1,0,0,0,1,0,1,0,0,1,0.0812
117.654,56.834,-54.061,-38.051,3.1446,1.76,1,1,0,0,0,1,0,0,0,0,1,0.55
